query,brand,attributes,product_type,tokens,bioes_tags,augmented_query,brand_added
milkfood desi ghee,Milkfood,[],ghee,"['milkfood', 'desi', 'ghee']","['S-Brand', 'O', 'S-ProductType']",milkfood desi ghee,False
automatic fragrance spray,Aroma,['automatic'],fragrance spray,"['automatic', 'fragrance', 'spray', 'Aroma']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'S-Brand']",automatic fragrance spray Aroma,True
gifts for birthday,,"['gifts', 'for birthday']",,"['gifts', 'for', 'birthday']","['S-Attribute', 'B-Attribute', 'E-Attribute']",gifts for birthday,False
birds eye chilli,Keya,['birds eye'],chilli,"['birds', 'eye', 'chilli', 'Keya']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'S-Brand']",birds eye chilli Keya,True
oven cake mix,Ovenfresh,[],cake mix,"['oven', 'cake', 'mix', 'Ovenfresh']","['O', 'B-ProductType', 'E-ProductType', 'S-Brand']",oven cake mix Ovenfresh,True
fresh idli batter,,['fresh'],idli batter,"['fresh', 'idli', 'batter']","['S-Attribute', 'B-ProductType', 'E-ProductType']",fresh idli batter,False
use and throw glass,Glass Ideas,['use and throw'],glass,"['use', 'and', 'throw', 'glass', 'Glass', 'Ideas']","['B-Attribute', 'I-Attribute', 'E-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",use and throw glass Glass Ideas,True
dry black grapes,Fruits,"['dry', 'black']",grapes,"['dry', 'black', 'grapes', 'Fruits']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'S-Brand']",dry black grapes Fruits,True
smart watch for kids,,['for kids'],smart watch,"['smart', 'watch', 'for', 'kids']","['B-ProductType', 'E-ProductType', 'B-Attribute', 'E-Attribute']",smart watch for kids,False
watch for boys,Monkey Boys,['for boys'],watch,"['watch', 'for', 'boys', 'Monkey', 'Boys']","['S-ProductType', 'B-Attribute', 'E-Attribute', 'B-Brand', 'E-Brand']",watch for boys Monkey Boys,True
tulsi ginger tea,Honest Tea,"['tulsi', 'ginger']",tea,"['tulsi', 'ginger', 'tea', 'Honest', 'Tea']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",tulsi ginger tea Honest Tea,True
derma co soap,The Derma Co,[],soap,"['derma', 'co', 'soap', 'The', 'Derma', 'Co']","['O', 'O', 'S-ProductType', 'B-Brand', 'I-Brand', 'E-Brand']",derma co soap The Derma Co,True
electric breast pump,,[],breast pump,"['electric', 'breast', 'pump']","['O', 'B-ProductType', 'E-ProductType']",electric breast pump,False
sunflower oil 500 ml,Bio Oil,['500 ml'],sunflower oil,"['sunflower', 'oil', '500', 'ml', 'Bio', 'Oil']","['B-ProductType', 'E-ProductType', 'B-Attribute', 'E-Attribute', 'B-Brand', 'E-Brand']",sunflower oil 500 ml Bio Oil,True
oil free moisturizer,Moistane,['oil free'],moisturizer,"['oil', 'free', 'moisturizer', 'Moistane']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'S-Brand']",oil free moisturizer Moistane,True
shakti bhog aata,Shakti Bhog,[],aata,"['shakti', 'bhog', 'aata']","['B-Brand', 'E-Brand', 'S-ProductType']",shakti bhog aata,False
gala bathroom brush,Gala,[],bathroom brush,"['gala', 'bathroom', 'brush']","['S-Brand', 'B-ProductType', 'E-ProductType']",gala bathroom brush,False
zinger garlic paste,Garlic,['garlic'],paste,"['zinger', 'garlic', 'paste']","['O', 'S-Brand', 'S-ProductType']",zinger garlic paste,False
parle g dark,Parle,['dark'],,"['parle', 'g', 'dark']","['S-Brand', 'O', 'S-Attribute']",parle g dark,False
tiffin box for kids,Tintbox,['for kids'],tiffin box,"['tiffin', 'box', 'for', 'kids', 'Tintbox']","['B-ProductType', 'E-ProductType', 'B-Attribute', 'E-Attribute', 'S-Brand']",tiffin box for kids Tintbox,True
no rulz cheese,Simply Cheese,[],cheese,"['no', 'rulz', 'cheese', 'Simply', 'Cheese']","['O', 'O', 'S-ProductType', 'B-Brand', 'E-Brand']",no rulz cheese Simply Cheese,True
fujifilm computer peripherals,Fujifilm,[],computer peripherals,"['fujifilm', 'computer', 'peripherals']","['S-Brand', 'B-ProductType', 'E-ProductType']",fujifilm computer peripherals,False
cat food drools,Drools,[],cat food,"['cat', 'food', 'drools']","['B-ProductType', 'E-ProductType', 'S-Brand']",cat food drools,False
brain freeze hookah,Frehly Frozen,[],hookah,"['brain', 'freeze', 'hookah', 'Frehly', 'Frozen']","['O', 'O', 'S-ProductType', 'B-Brand', 'E-Brand']",brain freeze hookah Frehly Frozen,True
fair & lovely face wash,Glow & Lovely,[],face wash,"['fair', '&', 'lovely', 'face', 'wash', 'Glow', '&', 'Lovely']","['O', 'O', 'O', 'B-ProductType', 'E-ProductType', 'B-Brand', 'I-Brand', 'E-Brand']",fair & lovely face wash Glow & Lovely,True
veg sandwich spread,Veocal,['veg'],sandwich spread,"['veg', 'sandwich', 'spread', 'Veocal']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'S-Brand']",veg sandwich spread Veocal,True
the wellness shop,The Wellness Shop,[],,"['the', 'wellness', 'shop']","['B-Brand', 'I-Brand', 'E-Brand']",the wellness shop,False
20 litre water,,['20 litre'],water,"['20', 'litre', 'water']","['B-Attribute', 'E-Attribute', 'S-ProductType']",20 litre water,False
mustard oil 1l,Gulab Oil,['1l'],mustard oil,"['mustard', 'oil', '1l', 'Gulab', 'Oil']","['B-ProductType', 'E-ProductType', 'S-Attribute', 'B-Brand', 'E-Brand']",mustard oil 1l Gulab Oil,True
id aloo paratha,iD,[],aloo paratha,"['id', 'aloo', 'paratha']","['S-Brand', 'B-ProductType', 'E-ProductType']",id aloo paratha,False
sid farm milk,Sid's Farm,[],milk,"['sid', 'farm', 'milk', ""Sid's"", 'Farm']","['O', 'O', 'S-ProductType', 'B-Brand', 'E-Brand']",sid farm milk Sid's Farm,True
tata instant coffee,Tata,['instant'],coffee,"['tata', 'instant', 'coffee']","['S-Brand', 'S-Attribute', 'S-ProductType']",tata instant coffee,False
nature fresh soyabean oil,Nature Fresh,[],soyabean oil,"['nature', 'fresh', 'soyabean', 'oil']","['B-Brand', 'E-Brand', 'B-ProductType', 'E-ProductType']",nature fresh soyabean oil,False
vicks drop ginger,Vicks,['ginger'],drop,"['vicks', 'drop', 'ginger']","['S-Brand', 'S-ProductType', 'S-Attribute']",vicks drop ginger,False
grey contact lenses,Aquacolor,['grey'],contact lenses,"['grey', 'contact', 'lenses', 'Aquacolor']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'S-Brand']",grey contact lenses Aquacolor,True
harvest atta bread,Harvest Gold,['atta'],bread,"['harvest', 'atta', 'bread', 'Harvest', 'Gold']","['O', 'S-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",harvest atta bread Harvest Gold,True
cardia sesame oil,Cardia,[],sesame oil,"['cardia', 'sesame', 'oil']","['S-Brand', 'B-ProductType', 'E-ProductType']",cardia sesame oil,False
a3 size paper,Paper Plane Design,['a3 size'],paper,"['a3', 'size', 'paper', 'Paper', 'Plane', 'Design']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'B-Brand', 'I-Brand', 'E-Brand']",a3 size paper Paper Plane Design,True
kinder joy girl,Kinder Joy,['girl'],,"['kinder', 'joy', 'girl']","['B-Brand', 'E-Brand', 'S-Attribute']",kinder joy girl,False
organic corn flour,Flours,['organic'],corn flour,"['organic', 'corn', 'flour', 'Flours']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'S-Brand']",organic corn flour Flours,True
freedom oil 5,Freedom,['5'],oil,"['freedom', 'oil', '5']","['S-Brand', 'S-ProductType', 'S-Attribute']",freedom oil 5,False
color art paper,Colors,['color'],art paper,"['color', 'art', 'paper', 'Colors']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'S-Brand']",color art paper Colors,True
steel bowl set,Farm Bowl,['steel'],bowl set,"['steel', 'bowl', 'set', 'Farm', 'Bowl']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",steel bowl set Farm Bowl,True
organic wheat atta,Nutri Organics,['organic'],wheat atta,"['organic', 'wheat', 'atta', 'Nutri', 'Organics']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",organic wheat atta Nutri Organics,True
white sugar 5kg,Sugar,"['white', '5kg']",sugar,"['white', 'sugar', '5kg']","['S-Attribute', 'S-Brand', 'S-Attribute']",white sugar 5kg,False
heels for women,Heelium,['for women'],heels,"['heels', 'for', 'women', 'Heelium']","['S-ProductType', 'B-Attribute', 'E-Attribute', 'S-Brand']",heels for women Heelium,True
oil 1 ltr,Gulab Oil,['1 ltr'],oil,"['oil', '1', 'ltr', 'Gulab', 'Oil']","['S-ProductType', 'B-Attribute', 'E-Attribute', 'B-Brand', 'E-Brand']",oil 1 ltr Gulab Oil,True
stereo sound speaker,,"['stereo', 'sound']",speaker,"['stereo', 'sound', 'speaker']","['S-Attribute', 'S-Attribute', 'S-ProductType']",stereo sound speaker,False
sugar free snacks,Sugar Free,['sugar free'],snacks,"['sugar', 'free', 'snacks']","['B-Brand', 'E-Brand', 'S-ProductType']",sugar free snacks,False
bikano navratan mixture,Bikano,['navratan'],mixture,"['bikano', 'navratan', 'mixture']","['S-Brand', 'S-Attribute', 'S-ProductType']",bikano navratan mixture,False
godrej no. 1 soap,Godrej No. 1,[],soap,"['godrej', 'no', '.', '1', 'soap']","['B-Brand', 'I-Brand', 'I-Brand', 'E-Brand', 'S-ProductType']",godrej no. 1 soap,False
amul cooking butter,Amul,[],cooking butter,"['amul', 'cooking', 'butter']","['S-Brand', 'B-ProductType', 'E-ProductType']",amul cooking butter,False
mars brush set,Mars Cosmetics,[],brush set,"['mars', 'brush', 'set', 'Mars', 'Cosmetics']","['O', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",mars brush set Mars Cosmetics,True
notebook 400 pages,,['400 pages'],notebook,"['notebook', '400', 'pages']","['S-ProductType', 'B-Attribute', 'E-Attribute']",notebook 400 pages,False
britannia fudge cake,Britannia,['fudge'],cake,"['britannia', 'fudge', 'cake']","['S-Brand', 'S-Attribute', 'S-ProductType']",britannia fudge cake,False
sling bag men,Skybags,['men'],sling bag,"['sling', 'bag', 'men', 'Skybags']","['B-ProductType', 'E-ProductType', 'S-Attribute', 'S-Brand']",sling bag men Skybags,True
switz spring roll sheets,Switz,[],spring roll sheets,"['switz', 'spring', 'roll', 'sheets']","['S-Brand', 'B-ProductType', 'I-ProductType', 'E-ProductType']",switz spring roll sheets,False
havmor cookie sandwich,Havmor,[],cookie sandwich,"['havmor', 'cookie', 'sandwich']","['S-Brand', 'B-ProductType', 'E-ProductType']",havmor cookie sandwich,False
bru coffee pouch,Bru,[],coffee pouch,"['bru', 'coffee', 'pouch']","['S-Brand', 'B-ProductType', 'E-ProductType']",bru coffee pouch,False
wd hard disk,WD,[],hard disk,"['wd', 'hard', 'disk']","['S-Brand', 'B-ProductType', 'E-ProductType']",wd hard disk,False
bisleri glass bottle,Bisleri,[],bottle,"['bisleri', 'glass', 'bottle']","['S-Brand', 'O', 'S-ProductType']",bisleri glass bottle,False
electric hot pad,,[],hot pad,"['electric', 'hot', 'pad']","['O', 'B-ProductType', 'E-ProductType']",electric hot pad,False
l'oreal hair serum,L'Oreal,['hair serum'],,"[""l'oreal"", 'hair', 'serum']","['S-Brand', 'B-Attribute', 'E-Attribute']",l'oreal hair serum,False
face wash plum,Plum,[],face wash,"['face', 'wash', 'plum']","['B-ProductType', 'E-ProductType', 'S-Brand']",face wash plum,False
plastic kitchen set,RATAN PLASTICWARE,['plastic'],kitchen set,"['plastic', 'kitchen', 'set', 'RATAN', 'PLASTICWARE']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",plastic kitchen set RATAN PLASTICWARE,True
patanjali washing powder,Patanjali,[],washing powder,"['patanjali', 'washing', 'powder']","['S-Brand', 'B-ProductType', 'E-ProductType']",patanjali washing powder,False
good night oil,Good Knight,[],oil,"['good', 'night', 'oil', 'Good', 'Knight']","['O', 'O', 'S-ProductType', 'B-Brand', 'E-Brand']",good night oil Good Knight,True
face razor for women,Beardhood,['for women'],face razor,"['face', 'razor', 'for', 'women', 'Beardhood']","['B-ProductType', 'E-ProductType', 'B-Attribute', 'E-Attribute', 'S-Brand']",face razor for women Beardhood,True
moisturizer with sunscreen,Moistane,"['moisturizer', 'with sunscreen']",,"['moisturizer', 'with', 'sunscreen', 'Moistane']","['S-Attribute', 'B-Attribute', 'E-Attribute', 'S-Brand']",moisturizer with sunscreen Moistane,True
rice sona masoori,Masoori rice,['sona masoori'],rice,"['rice', 'sona', 'masoori', 'Masoori', 'rice']","['S-ProductType', 'B-Attribute', 'E-Attribute', 'B-Brand', 'E-Brand']",rice sona masoori Masoori rice,True
red chili powder,Red,['red'],chili powder,"['red', 'chili', 'powder']","['S-Brand', 'B-ProductType', 'E-ProductType']",red chili powder,False
amul ghee tin,Amul,[],ghee,"['amul', 'ghee', 'tin']","['S-Brand', 'S-ProductType', 'O']",amul ghee tin,False
little angel diaper,Little Angel,"['little', 'angel']",diaper,"['little', 'angel', 'diaper']","['B-Brand', 'E-Brand', 'S-ProductType']",little angel diaper,False
dot n key moisturizer,Dot & Key,[],moisturizer,"['dot', 'n', 'key', 'moisturizer', 'Dot', '&', 'Key']","['O', 'O', 'O', 'S-ProductType', 'B-Brand', 'I-Brand', 'E-Brand']",dot n key moisturizer Dot & Key,True
wishcare face wash,WishCare,[],face wash,"['wishcare', 'face', 'wash']","['S-Brand', 'B-ProductType', 'E-ProductType']",wishcare face wash,False
engage women deodorant,Engage,['women'],deodorant,"['engage', 'women', 'deodorant']","['S-Brand', 'S-Attribute', 'S-ProductType']",engage women deodorant,False
face wash derma,The Derma Co,['face wash'],,"['face', 'wash', 'derma', 'The', 'Derma', 'Co']","['B-Attribute', 'E-Attribute', 'O', 'B-Brand', 'I-Brand', 'E-Brand']",face wash derma The Derma Co,True
kasata ice cream,Kaleva,[],ice cream,"['kasata', 'ice', 'cream', 'Kaleva']","['O', 'B-ProductType', 'E-ProductType', 'S-Brand']",kasata ice cream Kaleva,True
butter mother dairy,Mother Dairy,['butter'],,"['butter', 'mother', 'dairy']","['S-Attribute', 'B-Brand', 'E-Brand']",butter mother dairy,False
mash ki daal,Masha,[],daal,"['mash', 'ki', 'daal', 'Masha']","['O', 'O', 'S-ProductType', 'S-Brand']",mash ki daal Masha,True
derma face serum,Dermafique,[],face serum,"['derma', 'face', 'serum', 'Dermafique']","['O', 'B-ProductType', 'E-ProductType', 'S-Brand']",derma face serum Dermafique,True
plum face sunscreen,Plum,"['face', 'sunscreen']",,"['plum', 'face', 'sunscreen']","['S-Brand', 'S-Attribute', 'S-Attribute']",plum face sunscreen,False
peppy tomato disc,Peppy,['tomato'],disc,"['peppy', 'tomato', 'disc']","['S-Brand', 'S-Attribute', 'S-ProductType']",peppy tomato disc,False
cat nail cutter,Nailrox,[],nail cutter,"['cat', 'nail', 'cutter', 'Nailrox']","['O', 'B-ProductType', 'E-ProductType', 'S-Brand']",cat nail cutter Nailrox,True
mad angles pizza,Fasta Pizza,[],pizza,"['mad', 'angles', 'pizza', 'Fasta', 'Pizza']","['O', 'O', 'S-ProductType', 'B-Brand', 'E-Brand']",mad angles pizza Fasta Pizza,True
beco toilet roll,Beco,[],toilet roll,"['beco', 'toilet', 'roll']","['S-Brand', 'B-ProductType', 'E-ProductType']",beco toilet roll,False
indica hair colour,Indica,[],hair colour,"['indica', 'hair', 'colour']","['S-Brand', 'B-ProductType', 'E-ProductType']",indica hair colour,False
throat relief tablets,,['throat relief'],tablets,"['throat', 'relief', 'tablets']","['B-Attribute', 'E-Attribute', 'S-ProductType']",throat relief tablets,False
nootie dog collar,Nootie,[],dog collar,"['nootie', 'dog', 'collar']","['S-Brand', 'B-ProductType', 'E-ProductType']",nootie dog collar,False
curl hair gel,Curl Up,['curl'],hair gel,"['curl', 'hair', 'gel', 'Curl', 'Up']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",curl hair gel Curl Up,True
dairy milk fruit nut,Dairy Milk,"['fruit', 'nut']",,"['dairy', 'milk', 'fruit', 'nut']","['B-Brand', 'E-Brand', 'S-Attribute', 'S-Attribute']",dairy milk fruit nut,False
real juice mix,Dabur Real,"['juice', 'mix']",,"['real', 'juice', 'mix', 'Dabur', 'Real']","['O', 'S-Attribute', 'S-Attribute', 'B-Brand', 'E-Brand']",real juice mix Dabur Real,True
mama earth oil,Mamaearth,[],oil,"['mama', 'earth', 'oil', 'Mamaearth']","['O', 'O', 'S-ProductType', 'S-Brand']",mama earth oil Mamaearth,True
banjara black henna,Banjara's,['black'],henna,"['banjara', 'black', 'henna', ""Banjara's""]","['O', 'S-Attribute', 'S-ProductType', 'S-Brand']",banjara black henna Banjara's,True
tea powder 3 roses,3 Roses,[],tea powder,"['tea', 'powder', '3', 'roses']","['B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",tea powder 3 roses,False
red chilli dry,Chillfill,"['red', 'dry']",chilli,"['red', 'chilli', 'dry', 'Chillfill']","['S-Attribute', 'S-ProductType', 'S-Attribute', 'S-Brand']",red chilli dry Chillfill,True
cello kids bottle,Cello,[],bottle,"['cello', 'kids', 'bottle']","['S-Brand', 'O', 'S-ProductType']",cello kids bottle,False
kwality pani puri,Kwality,[],pani puri,"['kwality', 'pani', 'puri']","['S-Brand', 'B-ProductType', 'E-ProductType']",kwality pani puri,False
groundnut oil 5l,Gulab Oil,['5l'],groundnut oil,"['groundnut', 'oil', '5l', 'Gulab', 'Oil']","['B-ProductType', 'E-ProductType', 'S-Attribute', 'B-Brand', 'E-Brand']",groundnut oil 5l Gulab Oil,True
wishcare roll ons,WishCare,[],roll ons,"['wishcare', 'roll', 'ons']","['S-Brand', 'B-ProductType', 'E-ProductType']",wishcare roll ons,False
korean bbq noodles,Nongshim,"['korean', 'bbq']",noodles,"['korean', 'bbq', 'noodles', 'Nongshim']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'S-Brand']",korean bbq noodles Nongshim,True
shoe shine sponge,,[],shoe shine sponge,"['shoe', 'shine', 'sponge']","['B-ProductType', 'I-ProductType', 'E-ProductType']",shoe shine sponge,False
portronics wireless charger,Portronics,[],wireless charger,"['portronics', 'wireless', 'charger']","['S-Brand', 'B-ProductType', 'E-ProductType']",portronics wireless charger,False
himalayan salt popcorn,Omypop Popcorn,['himalayan salt'],popcorn,"['himalayan', 'salt', 'popcorn', 'Omypop', 'Popcorn']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",himalayan salt popcorn Omypop Popcorn,True
octane ball pen,Pentasure,[],ball pen,"['octane', 'ball', 'pen', 'Pentasure']","['O', 'B-ProductType', 'E-ProductType', 'S-Brand']",octane ball pen Pentasure,True
til ka tail,TilSona,['til'],tail,"['til', 'ka', 'tail', 'TilSona']","['S-Attribute', 'O', 'S-ProductType', 'S-Brand']",til ka tail TilSona,True
cerelac wheat apple,Cerelac,"['wheat', 'apple']",,"['cerelac', 'wheat', 'apple']","['S-Brand', 'S-Attribute', 'S-Attribute']",cerelac wheat apple,False
mamaearth hair mask,Mamaearth,[],hair mask,"['mamaearth', 'hair', 'mask']","['S-Brand', 'B-ProductType', 'E-ProductType']",mamaearth hair mask,False
appy flavoured soft drink,Appy,['flavoured'],soft drink,"['appy', 'flavoured', 'soft', 'drink']","['S-Brand', 'S-Attribute', 'B-ProductType', 'E-ProductType']",appy flavoured soft drink,False
15 litre oil,Bio Oil,['15 litre'],oil,"['15', 'litre', 'oil', 'Bio', 'Oil']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",15 litre oil Bio Oil,True
oxylife facial kit,Oxyglow Herbals,['facial kit'],,"['oxylife', 'facial', 'kit', 'Oxyglow', 'Herbals']","['O', 'B-Attribute', 'E-Attribute', 'B-Brand', 'E-Brand']",oxylife facial kit Oxyglow Herbals,True
roll on women,Rollick,['women'],roll on,"['roll', 'on', 'women', 'Rollick']","['B-ProductType', 'E-ProductType', 'S-Attribute', 'S-Brand']",roll on women Rollick,True
soft tooth brush,Cotton Mouth,['soft'],tooth brush,"['soft', 'tooth', 'brush', 'Cotton', 'Mouth']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",soft tooth brush Cotton Mouth,True
haldiram's atta cookies,Haldiram's,[],cookies,"[""haldiram's"", 'atta', 'cookies']","['S-Brand', 'O', 'S-ProductType']",haldiram's atta cookies,False
nail paint set,Nailrox,[],nail paint set,"['nail', 'paint', 'set', 'Nailrox']","['B-ProductType', 'I-ProductType', 'E-ProductType', 'S-Brand']",nail paint set Nailrox,True
moong dal sabut,Dalstep,"['moong', 'sabut']",dal,"['moong', 'dal', 'sabut', 'Dalstep']","['S-Attribute', 'S-ProductType', 'S-Attribute', 'S-Brand']",moong dal sabut Dalstep,True
